identity	disposition	target_identity	rationale	first_path	first_line	occurrence_count
npa.independent-checker.std-library-audit-check.v1	retain-with-domain-separated-child	npa.independent-checker.std-library-audit-check.v1	unchanged_standard_library_layout_commits_new_profiles_certificate_bytes_or_certificate_derived_hashes	npa-core/crates/npa-api/src/std_library.rs	105	1
npa.independent-checker.std-library-audit-report.v1	retain-with-domain-separated-child	npa.independent-checker.std-library-audit-report.v1	unchanged_standard_library_layout_commits_new_profiles_certificate_bytes_or_certificate_derived_hashes	npa-core/crates/npa-api/src/std_library.rs	106	1
npa.independent-checker.std-library-loaded-release.v1	retain-with-domain-separated-child	npa.independent-checker.std-library-loaded-release.v1	unchanged_standard_library_layout_commits_new_profiles_certificate_bytes_or_certificate_derived_hashes	npa-core/crates/npa-api/src/std_library.rs	2736	1
npa.independent-checker.stdlib-audit.mvp.v1	retain-with-domain-separated-child	npa.independent-checker.stdlib-audit.mvp.v1	unchanged_standard_library_layout_commits_new_profiles_certificate_bytes_or_certificate_derived_hashes	npa-core/crates/npa-api/src/std_library.rs	115	1
npa.independent-checker.training_example.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	69	1
npa.independent-checker.training_export_manifest.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/independent_checker.rs	71	1
npa.kernel-fuel-diagnostic.v0.1	bump	npa.kernel-fuel-diagnostic.v0.2	zeta_counter_and_let_head_removed	npa-core/crates/npa-cli/src/diagnostic.rs	12	3
npa.kernel-fuel-diagnostic.v0.2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/release_manifest.rs	4280	1
npa.kernel-memo-limits.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-kernel/src/memo.rs	46	1
npa.kernel-whnf-application-spine.elapsed-baseline.v0.2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/bench_whnf_application_spine.rs	36	1
npa.kernel-whnf-application-spine.elapsed-profile.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/bench_whnf_application_spine.rs	37	3
npa.kernel-whnf-application-spine.fixtures.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/bench_whnf_application_spine.rs	31	2
npa.kernel-whnf-application-spine.measurements.v0.1	bump	npa.kernel-whnf-application-spine.measurements.v0.2	inline_kernel_work_payload_removes_zeta_counter	npa-core/crates/npa-api/examples/bench_whnf_application_spine.rs	32	2
npa.kernel-whnf-application-spine.micro-child.v0.1	bump	npa.kernel-whnf-application-spine.micro-child.v0.2	inline_kernel_work_payload_removes_zeta_counter	npa-core/crates/npa-api/examples/bench_whnf_application_spine.rs	33	1
npa.kernel-whnf-application-spine.package-child.v0.1	bump	npa.kernel-whnf-application-spine.package-child.v0.2	inline_kernel_work_payload_removes_zeta_counter	npa-core/crates/npa-api/examples/bench_whnf_application_spine.rs	34	1
npa.kernel-whnf-application-spine.package-compare.v0.1	bump	npa.kernel-whnf-application-spine.package-compare.v0.2	inline_kernel_work_payloads_remove_zeta_counter	npa-core/crates/npa-api/examples/check_whnf_application_spine_package.rs	181	1
npa.kernel-whnf-application-spine.pre-switch-artifact.v0.2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/bench_whnf_application_spine.rs	39	1
npa.kernel-whnf-application-spine.run.v0.2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/bench_whnf_application_spine.rs	35	3
npa.kernel.authoring.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/targeted_authoring_cache.rs	1624	1
npa.kernel.local_authoring_context_abi.v1	bump	npa.kernel.local_authoring_context_abi.v2	local_context_becomes_assumption_only	npa-core/crates/npa-cli/src/package_build_cache.rs	2455	4
npa.kernel.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/package_artifacts.rs	2337	46
npa.kernel.v0.1.builtin-nat-eq-rec	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/examples/bench_true_batching.rs	242	15
npa.kernel.v0.1.builtin-none	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/session.rs	2739	2
npa.kernel.v0.2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/tests/package_manifest.rs	891	2
npa.kernel.v9	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/targeted_authoring_cache/context.rs	3262	1
npa.l2.review-input.v2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/package_l2_review_input.rs	351	3
npa.l2.review-report.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/tests/package_l2_promotion_flow.rs	171	3
npa.l2.subagent-review.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/l2_acceptance.rs	33	1
npa.l2.subagent-review.v2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/package_l2_acceptance_aggregate.rs	183	5
npa.l2_acceptance.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/schema.rs	28	2
npa.l2_acceptance.v2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/package_l2_acceptance_aggregate.rs	362	8
npa.l2_acceptance.validator.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/l2_acceptance.rs	30	1
npa.l2_acceptance.validator.v2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/package_l2_acceptance_aggregate.rs	182	3
npa.l2_acceptance_policy.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/l2_acceptance.rs	907	3
npa.l2_namespace_transport.validator.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/l2_namespace_transport.rs	795	2
npa.l2_namespace_transport_attestation.v2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/package_l2_namespace_transport.rs	728	4
npa.l2_namespace_transport_policy.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-package/src/schema.rs	40	2
npa.l2_namespace_transport_request.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-cli/src/package_promotion_materialize.rs	5094	7
npa.lean.command_result.v0.1	retain-with-domain-separated-child	npa.lean.command_result.v0.1	unchanged_envelope_commits_new_export_manifest_by_hash_and_path	npa-lean-exporter/crates/npa-lean-exporter/src/install.rs	92	2
npa.lean.export.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-lean-exporter/crates/npa-lean-exporter-cli/tests/cli.rs	556	2
npa.lean.export.v0.2	bump	npa.lean.export.v0.3	exporter_accepts_only_v0_4_let_free_closures	npa-lean-exporter/crates/npa-lean-exporter-cli/tests/cli.rs	405	4
npa.lean.native.v0.1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-lean-exporter/crates/npa-lean-exporter-cli/tests/cli.rs	558	2
npa.lean.native.v0.2	bump	npa.lean.native.v0.3	exporter_accepts_only_v0_4_let_free_closures	npa-lean-exporter/crates/npa-lean-exporter-cli/tests/cli.rs	407	3
npa.library-growth.budget.pg012.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	2651	1
npa.library-growth.budget.pg012.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	267	1
npa.library-growth.corpus-alias-proposal.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	4925	1
npa.library-growth.corpus-alias-proposal.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	279	1
npa.library-growth.corpus-deprecated-theorem-index-entry.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	5025	1
npa.library-growth.corpus-deprecated-theorem-index-entry.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	283	1
npa.library-growth.corpus-deprecation-record.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	4953	1
npa.library-growth.corpus-deprecation-record.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	281	1
npa.library-growth.corpus-theorem-index-history.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	4998	1
npa.library-growth.corpus-theorem-index-history.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	4991	1
npa.library-growth.gap-signal.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	2118	1
npa.library-growth.gap-signal.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	18	1
npa.library-growth.generalized-statement.hash.v1	bump	npa.library-growth.generalized-statement.hash.v2	inline_local_value_hash_or_generalization_grammar_removed	npa-core/crates/npa-api/src/library_growth.rs	6113	1
npa.library-growth.generalized-statement.v1	bump	npa.library-growth.generalized-statement.v2	inline_local_value_hash_or_generalization_grammar_removed	npa-core/crates/npa-api/src/library_growth.rs	262	1
npa.library-growth.lemma-generalization-input.hash.v1	bump	npa.library-growth.lemma-generalization-input.hash.v2	inline_local_value_hash_or_generalization_grammar_removed	npa-core/crates/npa-api/src/library_growth.rs	2501	1
npa.library-growth.lemma-generalization-input.v1	bump	npa.library-growth.lemma-generalization-input.v2	inline_local_value_hash_or_generalization_grammar_removed	npa-core/crates/npa-api/src/library_growth.rs	261	1
npa.library-growth.promotion-judgment-input.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	5062	1
npa.library-growth.promotion-judgment-input.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	271	1
npa.library-growth.promotion-judgment-report.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	2950	1
npa.library-growth.promotion-judgment-report.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	273	1
npa.library-growth.promotion-metadata-consistency-report.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	3055	1
npa.library-growth.promotion-metadata-consistency-report.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	276	1
npa.library-growth.promotion-metadata.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	4252	1
npa.library-growth.promotion-metadata.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	274	1
npa.library-growth.promotion-ranking-identity.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	4761	1
npa.library-growth.promotion-ranking-identity.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	4753	1
npa.library-growth.promotion-ranking-profile.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	3146	1
npa.library-growth.promotion-ranking-report.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	3165	1
npa.library-growth.promotion-ranking-report.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	278	1
npa.library-growth.promotion-ranking.pg014.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	277	1
npa.library-growth.public-compatibility-decision.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	4982	1
npa.library-growth.public-compatibility-decision.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	285	1
npa.library-growth.reuse-score-input.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	2612	1
npa.library-growth.reuse-score-input.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	265	1
npa.library-growth.reuse-score-report.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	2676	1
npa.library-growth.reuse-score-report.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	266	1
npa.library-growth.statement-normalization-report.hash.v1	bump	npa.library-growth.statement-normalization-report.hash.v2	inline_local_value_hash_or_generalization_grammar_removed	npa-core/crates/npa-api/src/library_growth.rs	2582	1
npa.library-growth.statement-normalization-report.v1	bump	npa.library-growth.statement-normalization-report.v2	inline_local_value_hash_or_generalization_grammar_removed	npa-core/crates/npa-api/src/library_growth.rs	264	1
npa.library-growth.subgoal-cluster-key.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	2078	1
npa.library-growth.subgoal-cluster-key.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	13	1
npa.library-growth.subgoal-cluster-local-context.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	2091	1
npa.library-growth.subgoal-cluster-local-context.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	15	1
npa.library-growth.subgoal-cluster-parent-example.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	2104	1
npa.library-growth.subgoal-cluster-parent-example.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	17	1
npa.library-growth.theorem-duplicate-identity.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	2761	1
npa.library-growth.theorem-duplicate-identity.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	269	1
npa.library-growth.theorem-duplicate-report.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	2793	1
npa.library-growth.theorem-duplicate-report.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/library_growth.rs	270	1
npa.local-lemma.available-dependency-identity.hash.v1	retain-with-domain-separated-child	npa.local-lemma.available-dependency-identity.hash.v1	unchanged_local_lemma_lifecycle_layout_commits_new_environment_candidate_certificate_or_verifier_hashes	npa-core/crates/npa-api/src/trust.rs	2159	1
npa.local-lemma.available-dependency-identity.v1	retain-with-domain-separated-child	npa.local-lemma.available-dependency-identity.v1	unchanged_local_lemma_lifecycle_layout_commits_new_environment_candidate_certificate_or_verifier_hashes	npa-core/crates/npa-api/src/trust.rs	655	1
npa.local-lemma.axiom-summary.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/trust.rs	2238	1
npa.local-lemma.axiom-summary.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/trust.rs	660	1
npa.local-lemma.generalized-context.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/trust.rs	2178	1
npa.local-lemma.generalized-context.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/trust.rs	656	1
npa.local-lemma.proof-task-handoff.hash.v1	retain-with-domain-separated-child	npa.local-lemma.proof-task-handoff.hash.v1	unchanged_local_lemma_lifecycle_layout_commits_new_environment_candidate_certificate_or_verifier_hashes	npa-core/crates/npa-api/src/trust.rs	2221	1
npa.local-lemma.proof-task-handoff.v1	retain-with-domain-separated-child	npa.local-lemma.proof-task-handoff.v1	unchanged_local_lemma_lifecycle_layout_commits_new_environment_candidate_certificate_or_verifier_hashes	npa-core/crates/npa-api/src/trust.rs	659	1
npa.local-lemma.proof-task-identity.hash.v1	retain-with-domain-separated-child	npa.local-lemma.proof-task-identity.hash.v1	unchanged_local_lemma_lifecycle_layout_commits_new_environment_candidate_certificate_or_verifier_hashes	npa-core/crates/npa-api/src/trust.rs	2131	1
npa.local-lemma.proof-task-identity.v1	retain-with-domain-separated-child	npa.local-lemma.proof-task-identity.v1	unchanged_local_lemma_lifecycle_layout_commits_new_environment_candidate_certificate_or_verifier_hashes	npa-core/crates/npa-api/src/trust.rs	651	1
npa.local-lemma.source-free-verifier-result.hash.v1	retain-with-domain-separated-child	npa.local-lemma.source-free-verifier-result.hash.v1	unchanged_local_lemma_lifecycle_layout_commits_new_environment_candidate_certificate_or_verifier_hashes	npa-core/crates/npa-api/src/trust.rs	2145	1
npa.local-lemma.source-free-verifier-result.v1	retain-with-domain-separated-child	npa.local-lemma.source-free-verifier-result.v1	unchanged_local_lemma_lifecycle_layout_commits_new_environment_candidate_certificate_or_verifier_hashes	npa-core/crates/npa-api/src/trust.rs	653	1
npa.local-lemma.verification-command.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/trust.rs	2190	1
npa.local-lemma.verification-command.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/trust.rs	658	1
npa.local-lemma.verified-artifact-record.hash.v1	retain-with-domain-separated-child	npa.local-lemma.verified-artifact-record.hash.v1	unchanged_local_lemma_lifecycle_layout_commits_new_environment_candidate_certificate_or_verifier_hashes	npa-core/crates/npa-api/src/trust.rs	2258	1
npa.local-lemma.verified-artifact-record.v1	retain-with-domain-separated-child	npa.local-lemma.verified-artifact-record.v1	unchanged_local_lemma_lifecycle_layout_commits_new_environment_candidate_certificate_or_verifier_hashes	npa-core/crates/npa-api/src/trust.rs	662	1
npa.machine-api.api-diagnostic.v1	bump	npa.machine-api.api-diagnostic.v2	closed_error_vocabulary_adds_removed_term_let	npa-core/crates/npa-api/src/diagnostic.rs	27	1
npa.machine-api.axiom-ref-wire.v1	retain-with-domain-separated-child	npa.machine-api.axiom-ref-wire.v1	unchanged_standard_library_layout_commits_new_profiles_certificate_bytes_or_certificate_derived_hashes	npa-core/crates/npa-api/src/current.rs	1208	3
npa.machine-api.certified-env-decl-hashes-summary.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/projection.rs	756	1
npa.machine-api.checked-current-decl-package.canonical.v6.hex	bump	npa.machine-api.checked-current-decl-package.canonical.v7.hex	json_canonical_encoding_tracks_checked_package_v7	npa-core/crates/npa-api/src/session.rs	688	2
npa.machine-api.checked-current-decl-package.v6	bump	npa.machine-api.checked-current-decl-package.v7	checked_package_semantic_epoch_and_embedded_core_change	npa-core/crates/npa-api/src/current.rs	522	3
npa.machine-api.checked-machine-proof-root.v1	retain-with-domain-separated-child	npa.machine-api.checked-machine-proof-root.v1	no_removed_field_and_changed_core_context_or_source_is_a_separated_hash	npa-core/crates/npa-api/src/types.rs	2571	1
npa.machine-api.current-core-decl-package.level-table.v1	retain-with-domain-separated-child	npa.machine-api.current-core-decl-package.level-table.v1	subencoding_byte_grammar_unchanged_and_parent_package_or_term_table_is_bumped	npa-core/crates/npa-api/src/current.rs	1119	2
npa.machine-api.current-core-decl-package.name-table.v1	retain-with-domain-separated-child	npa.machine-api.current-core-decl-package.name-table.v1	subencoding_byte_grammar_unchanged_and_parent_package_or_term_table_is_bumped	npa-core/crates/npa-api/src/current.rs	1117	2
npa.machine-api.current-core-decl-package.root-decl.v1	retain-with-domain-separated-child	npa.machine-api.current-core-decl-package.root-decl.v1	subencoding_byte_grammar_unchanged_and_parent_package_or_term_table_is_bumped	npa-core/crates/npa-api/src/current.rs	1123	2
npa.machine-api.current-core-decl-package.term-table.v1	bump	npa.machine-api.current-core-decl-package.term-table.v2	inline_term_table_grammar_loses_tag_6	npa-core/crates/npa-api/src/current.rs	1121	2
npa.machine-api.current-core-decl-package.v1	bump	npa.machine-api.current-core-decl-package.v2	package_embeds_changed_term_table_bytes	npa-core/crates/npa-api/src/current.rs	1116	2
npa.machine-api.current-decl-dependency-entry.v2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/current.rs	1142	2
npa.machine-api.current-decl-dependency-report.v5	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/current.rs	1138	2
npa.machine-api.decoded-name-table.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/projection.rs	657	1
npa.machine-api.dependency-ref-wire.v2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/current.rs	1179	2
npa.machine-api.display.v1	bump	npa.machine-api.display.v2	inline_local_or_display_shape_becomes_assumption_only	npa-core/crates/npa-api/src/types.rs	37	1
npa.machine-api.export-signature-summary.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/projection.rs	624	1
npa.machine-api.focused-replay-failure-artifact.hash.v2	bump	npa.machine-api.focused-replay-failure-artifact.hash.v3	hashes_changed_focused_replay_artifact_bytes	npa-core/crates/npa-api/src/tactic.rs	1561	1
npa.machine-api.focused-replay.checked-current-decls.hash.v2	retain-with-domain-separated-child	npa.machine-api.focused-replay.checked-current-decls.hash.v2	unchanged_focused_replay_subhash_commits_new_context_pair_certificate_or_checked_declaration_hashes	npa-core/crates/npa-api/src/tactic.rs	3349	1
npa.machine-api.focused-replay.declaration-interface.hash.v1	retain-with-domain-separated-child	npa.machine-api.focused-replay.declaration-interface.hash.v1	unchanged_focused_replay_subhash_commits_new_context_pair_certificate_or_checked_declaration_hashes	npa-core/crates/npa-api/src/tactic.rs	3287	1
npa.machine-api.focused-replay.import-identity.hash.v2	retain-with-domain-separated-child	npa.machine-api.focused-replay.import-identity.hash.v2	unchanged_focused_replay_subhash_commits_new_context_pair_certificate_or_checked_declaration_hashes	npa-core/crates/npa-api/src/tactic.rs	3317	1
npa.machine-api.global-ref-view.v2	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/renderer.rs	13	1
npa.machine-api.goal-fingerprint.v1	retain-with-domain-separated-child	npa.machine-api.goal-fingerprint.v1	no_removed_field_and_changed_core_context_or_source_is_a_separated_hash	npa-core/crates/npa-api/src/snapshot.rs	33	1
npa.machine-api.hard-negative-export.hash.v1	bump	npa.machine-api.hard-negative-export.hash.v2	hashes_changed_hard_negative_canonical_bytes	npa-core/crates/npa-api/src/tactic.rs	1571	1
npa.machine-api.import-decl-index-table.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/projection.rs	672	1
npa.machine-api.import-generated-decl-table.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/projection.rs	724	1
npa.machine-api.import-proposal-candidate.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	9256	1
npa.machine-api.import-proposal-query.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	9163	1
npa.machine-api.import-proposal-rejection.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	9217	1
npa.machine-api.import-proposal.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/search.rs	51	1
npa.machine-api.lazy-diagnostic-budget.hash.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/tactic.rs	904	1
npa.machine-api.lazy-diagnostic-budget.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/tactic.rs	5712	1
npa.machine-api.lazy-diagnostic-cache.v1	retain-with-domain-separated-child	npa.machine-api.lazy-diagnostic-cache.v1	unchanged_cache_or_candidate_identity_commits_new_diagnostic_state_context_or_reparsed_payload_hashes	npa-core/crates/npa-api/src/tactic.rs	902	1
npa.machine-api.local-id.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/renderer.rs	14	1
npa.machine-api.local-name-map.v1	retain-with-domain-separated-child	npa.machine-api.local-name-map.v1	no_removed_field_and_changed_core_context_or_source_is_a_separated_hash	npa-core/crates/npa-api/src/snapshot.rs	32	1
npa.machine-api.machine-api-options.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-api/src/session.rs	1907	2
npa.machine-api.machine-surface-callable-interface-table.v1	unrelated	-	reviewed_outside_changed_term_local_context_diagnostic_or_zeta_payload	npa-core/crates/npa-frontend/src/callable.rs	8	1
